interacao_id,cliente_id,tipo_interacao,responsavel,duracao_minutos,satisfacao_cliente,data_interacao
377,432,WhatsApp,Sra. Fernanda Farias,84,1,2025-10-03 05:07:21
378,15,E-mail,Theo Porto,11,1,2025-09-18 06:33:37
379,72,Ligação,Cauê Barros,46,4,2026-05-13 12:16:46
380,116,E-mail,Esther Silva,16,2,2026-04-28 13:52:07
381,371,WhatsApp,Brenda Correia,109,5,2025-10-13 17:20:07
382,3,Ligação,Brenda Freitas,38,1,2025-06-02 19:44:06
383,57,Ligação,Leandro Mendes,43,1,2025-09-09 20:06:07
384,136,WhatsApp,Srta. Sophie Lima,93,5,2025-09-08 21:28:51
385,406,Reunião,Alexia Nascimento,39,2,2026-05-18 15:40:12
386,474,E-mail,Thiago Gonçalves,79,4,2025-11-08 06:09:33
387,62,E-mail,Juan Mendes,45,2,2025-10-30 20:09:47
388,386,Suporte,Henrique Campos,118,4,2025-08-19 22:14:28
389,327,Reunião,Bianca da Paz,90,1,2026-02-04 18:14:30
390,268,Suporte,Theo da Paz,35,5,2026-02-11 22:16:21
391,245,Reunião,Antônio Castro,40,3,2026-01-26 01:24:40
392,396,Reunião,Sra. Laura Costela,33,1,2025-07-13 14:39:21
393,136,WhatsApp,Isabelly Rocha,96,1,2025-09-12 16:00:59
394,181,Suporte,Camila Dias,111,2,2026-02-25 14:32:44
395,338,E-mail,João Lucas Oliveira,93,1,2026-05-04 02:20:56
396,39,Reunião,Vicente Pereira,12,2,2025-10-08 12:39:06
397,7,E-mail,Eduarda Moraes,64,4,2026-03-06 21:16:52
398,97,Reunião,Sra. Maria Julia Almeida,18,3,2025-08-11 20:50:57
399,107,Suporte,Dra. Rebeca Porto,102,5,2025-12-13 01:12:32
400,264,WhatsApp,Thales Silveira,102,3,2025-12-01 22:32:11
401,363,Reunião,Isabelly Santos,88,2,2025-08-09 12:17:23
402,435,Suporte,Alexia Lopes,18,2,2025-09-16 15:25:29
403,113,WhatsApp,Bruno Fernandes,54,4,2025-12-06 08:09:39
404,445,Suporte,Milena Pinto,70,2,2025-09-22 17:52:14
405,400,Reunião,Bruno da Cruz,29,1,2025-11-11 21:47:09
406,143,Reunião,Melissa Costa,26,3,2026-05-03 19:14:26
407,488,Suporte,João Pedro Teixeira,87,1,2025-07-30 20:33:45
408,76,Reunião,Luiz Gustavo Gonçalves,117,1,2025-05-30 14:17:33
409,382,Ligação,Ana Luiza Souza,35,1,2025-07-15 11:17:31
410,458,Reunião,Srta. Julia Monteiro,28,3,2025-12-25 22:10:22
411,15,Reunião,Evelyn Dias,89,5,2026-01-30 05:45:07
412,232,WhatsApp,Paulo Monteiro,38,1,2025-11-20 07:13:12
413,475,Suporte,Enzo Porto,15,3,2025-10-31 11:13:41
414,221,E-mail,Isabella Dias,24,4,2025-09-02 16:39:56
415,258,Reunião,Maria Sophia Gomes,70,3,2026-02-28 00:45:23
416,28,Reunião,Maria Clara Silveira,39,3,2025-08-16 20:04:50
417,51,Ligação,Emanuelly Martins,88,4,2025-06-18 16:24:59
418,375,Reunião,Diogo Rodrigues,29,3,2026-02-18 04:01:19
419,97,Reunião,Carolina Jesus,27,5,2025-08-25 23:57:23
420,142,Suporte,Luigi da Mota,82,4,2025-11-09 01:47:13
421,266,Reunião,Sr. Davi Lucas Porto,18,1,2026-01-23 01:03:40
422,331,E-mail,Kaique Santos,19,2,2025-10-25 09:18:21
423,59,Ligação,Ana Laura da Luz,119,1,2025-08-11 17:22:00
424,295,WhatsApp,Renan Novaes,35,1,2025-10-17 19:34:24
425,273,Ligação,Diogo Porto,40,2,2025-08-17 02:22:24
426,452,Suporte,Sra. Maria Alice Moura,94,4,2026-01-11 16:57:24
427,201,Reunião,Bruna Costela,17,2,2026-02-10 20:42:03
428,376,WhatsApp,Leandro Moura,68,2,2026-03-30 11:26:57
429,88,E-mail,Alexandre Melo,49,3,2026-01-13 02:56:31
430,362,Suporte,Davi Lucas Silveira,41,1,2025-10-29 14:11:47
431,49,E-mail,Amanda Fogaça,69,5,2025-11-05 11:12:28
432,245,WhatsApp,Eduardo da Cruz,114,2,2025-12-05 02:45:46
433,88,WhatsApp,Juan Fernandes,92,1,2026-01-19 02:55:48
434,86,E-mail,Gustavo Henrique Aragão,47,4,2026-02-22 18:34:48
435,73,Ligação,Gabriel Gonçalves,90,4,2025-12-26 05:34:22
436,220,WhatsApp,Leonardo Melo,7,2,2026-04-02 14:55:58
437,499,WhatsApp,Vitor Gabriel Almeida,117,1,2025-07-30 18:36:01
438,88,Ligação,Alana Jesus,81,3,2026-02-20 21:13:04
439,497,Reunião,Sofia da Costa,79,1,2026-02-11 22:10:31
440,251,E-mail,Laura Aragão,65,1,2025-05-27 11:04:13
441,24,Ligação,Ana Clara Cardoso,77,3,2025-08-27 21:00:16
442,428,E-mail,Isabel Melo,72,5,2025-12-06 00:22:00
443,86,E-mail,Dr. Diego Gonçalves,104,1,2026-04-26 16:08:22
444,52,WhatsApp,Vitória Pereira,107,3,2025-08-30 09:38:03
445,232,Reunião,Davi Nunes,99,3,2025-08-06 20:43:42
446,280,WhatsApp,Helena Moura,89,4,2026-05-16 15:22:08
447,130,WhatsApp,Isabella Teixeira,63,1,2025-06-14 17:00:59
448,424,WhatsApp,Cauã da Paz,43,3,2025-06-13 12:54:37
449,457,Suporte,Benjamin Ramos,104,5,2026-04-03 21:01:54
450,248,Ligação,Luana Mendes,39,5,2025-06-16 09:59:44
451,373,Ligação,Leonardo Sales,23,4,2025-08-18 09:38:19
452,439,E-mail,Srta. Larissa Lima,89,2,2025-09-22 10:23:08
453,183,Reunião,Helena Teixeira,8,2,2025-10-25 12:58:55
454,296,Reunião,Emanuella Oliveira,51,2,2025-06-27 22:27:38
455,382,Ligação,Vitor Gabriel Moreira,29,4,2025-08-17 17:18:24
456,328,Ligação,Gustavo Carvalho,40,5,2026-02-15 23:59:37
457,461,Reunião,Otávio Vieira,117,5,2025-12-16 02:16:16
458,90,WhatsApp,Laís da Cunha,91,3,2025-12-31 15:35:28
459,455,WhatsApp,Maria Eduarda da Luz,55,5,2026-02-18 18:57:51
460,214,WhatsApp,Dr. Gustavo Henrique Gomes,44,2,2025-10-15 07:47:32
461,22,Suporte,Luiz Felipe Barbosa,71,3,2026-03-24 17:37:15
462,428,Suporte,Luiz Fernando Cunha,20,4,2025-09-08 00:23:35
463,408,Reunião,Kamilly Correia,77,3,2026-04-09 13:52:17
464,148,Ligação,Matheus Silva,6,4,2026-05-06 06:16:57
465,475,E-mail,João Vitor da Cruz,64,2,2026-04-11 06:45:16
466,268,WhatsApp,Laura das Neves,84,5,2026-02-19 13:01:58
467,341,E-mail,Yasmin da Cunha,43,4,2025-10-12 16:17:12
468,148,Ligação,Maria Luiza Pires,107,3,2025-09-19 14:58:16
469,8,Reunião,Sr. Renan Caldeira,10,2,2026-03-16 20:28:37
470,145,Suporte,Felipe Fogaça,20,1,2026-02-28 15:42:17
471,251,WhatsApp,Nicole Barros,5,4,2025-10-10 20:29:27
472,181,Ligação,Lavínia Duarte,11,3,2026-01-05 16:39:18
473,71,WhatsApp,Natália Teixeira,117,3,2026-01-12 16:22:28
474,403,Suporte,Davi Lucas Castro,90,5,2026-04-11 22:19:48
475,80,Ligação,Elisa Rodrigues,96,3,2025-07-01 08:43:38
476,74,E-mail,Luiza Gonçalves,60,5,2026-04-14 20:49:16
477,471,Ligação,Ana Beatriz Ferreira,42,2,2026-02-09 04:42:22
478,17,Reunião,Rafael Peixoto,50,2,2026-01-14 10:37:39
479,416,Reunião,Ana Rodrigues,59,4,2026-01-24 22:59:57
480,496,Ligação,João Gabriel Almeida,119,3,2026-03-26 22:53:03
481,472,WhatsApp,Julia Alves,81,3,2025-09-23 06:31:34
482,89,Suporte,Srta. Alice Ferreira,60,3,2025-08-07 21:32:10
483,412,Suporte,Ana Lívia Costela,22,2,2025-10-04 20:39:55
484,129,E-mail,Maria Alice Mendes,58,5,2025-07-29 10:52:07
485,103,WhatsApp,Sofia Pereira,44,1,2025-11-04 11:43:02
486,153,Suporte,Carlos Eduardo da Mota,85,4,2025-12-13 16:03:59
487,280,E-mail,Benício Almeida,53,4,2026-03-04 10:32:56
488,50,E-mail,João Gabriel Viana,72,4,2025-07-02 12:45:12
489,356,WhatsApp,Srta. Milena da Cruz,69,3,2025-06-23 11:46:46
490,240,WhatsApp,Renan Lima,59,4,2025-12-31 21:48:49
491,216,Reunião,Srta. Olivia Lopes,64,1,2025-12-06 22:24:17
492,468,Suporte,Noah Fogaça,8,4,2025-05-24 07:11:20
493,46,E-mail,Kevin Caldeira,83,3,2025-10-20 12:08:12
494,403,E-mail,Sophia Carvalho,79,5,2026-03-27 19:36:17
495,192,E-mail,Nathan da Luz,84,5,2025-09-04 05:00:48
496,461,Suporte,Igor Fogaça,117,3,2026-04-18 16:34:26
497,28,Reunião,Srta. Marina Viana,21,4,2026-03-14 06:34:46
498,344,Ligação,Valentina da Cunha,64,5,2025-07-06 13:11:14
499,236,Ligação,Pietra Pereira,15,1,2025-09-08 01:02:19
500,139,Ligação,Noah Fernandes,47,5,2025-08-19 10:11:51
501,50,WhatsApp,Sr. Emanuel Oliveira,77,4,2026-02-19 00:42:58
502,354,WhatsApp,Esther Farias,115,1,2025-09-19 03:00:30
503,63,Suporte,Diogo Aragão,91,5,2025-12-16 01:51:32
504,379,Ligação,Maitê Costa,94,2,2025-10-27 09:26:33
505,265,E-mail,Sr. Raul Santos,76,4,2026-02-22 05:27:24
506,70,E-mail,Sr. Lucas Gabriel Silva,119,2,2026-02-14 19:44:32
507,155,WhatsApp,Ana Moreira,97,1,2026-01-21 06:04:29
508,413,Reunião,Dr. Ian Cardoso,84,2,2025-12-08 09:04:44
509,59,Ligação,Carolina Moura,5,2,2025-08-02 03:08:26
510,310,Ligação,Sra. Fernanda Nascimento,71,1,2025-07-02 22:17:37
511,127,E-mail,Lucas Gomes,18,4,2025-09-19 01:06:38
512,13,Suporte,Eduardo Rocha,61,4,2026-05-03 20:36:29
513,29,Ligação,André Cunha,43,4,2025-07-16 04:50:39
514,248,E-mail,Nathan Peixoto,109,2,2026-04-05 17:21:30
515,431,Suporte,Heloísa Gonçalves,38,5,2025-12-31 22:04:20
516,349,Reunião,Nicole Duarte,114,5,2026-01-30 16:48:45
517,64,Reunião,Alice Cardoso,23,1,2026-03-18 14:41:11
518,95,E-mail,Alexia da Mata,109,2,2026-04-21 03:31:12
519,88,Suporte,Dra. Maria Alice Silva,99,5,2026-04-17 21:05:22
520,103,Reunião,Nina Novaes,66,3,2025-06-30 19:00:13
521,149,Ligação,Francisco Freitas,80,4,2026-05-22 19:31:35
522,189,WhatsApp,Emilly Pereira,55,4,2026-02-25 15:18:50
523,358,Ligação,Diogo Araújo,64,4,2025-10-13 15:25:49
524,417,Reunião,Manuela Aragão,23,1,2025-08-15 18:59:44
525,146,Reunião,Sophie Cardoso,20,5,2026-04-11 03:49:34
526,200,Ligação,Sra. Catarina Rocha,79,3,2025-10-13 15:06:33
527,18,Suporte,Raul Pinto,61,1,2025-08-06 05:49:57
528,465,WhatsApp,Juan Costela,22,4,2025-08-08 07:25:12
529,452,Reunião,Helena Melo,40,1,2026-04-21 00:34:07
530,82,WhatsApp,Eduarda Alves,69,5,2025-08-26 16:50:22
531,108,WhatsApp,Isabella Araújo,120,5,2025-11-29 20:26:37
532,200,Suporte,Elisa da Costa,13,2,2025-08-02 22:36:35
533,336,E-mail,Marina Ferreira,50,5,2025-08-23 12:18:16
534,174,Reunião,Sra. Lívia Mendes,96,2,2025-07-06 09:57:43
535,143,WhatsApp,Henrique das Neves,55,1,2025-07-23 08:51:24
536,470,Reunião,Ian Duarte,53,4,2026-05-23 16:05:22
537,311,E-mail,Isaac Dias,78,5,2026-03-14 16:59:37
538,398,Suporte,Ian Nunes,38,2,2025-09-17 23:33:05
539,358,WhatsApp,Thales Barros,80,5,2025-12-14 02:06:53
540,179,Suporte,Sabrina Martins,84,4,2025-08-14 21:54:13
541,35,Ligação,Luiz Otávio Cardoso,8,2,2025-05-29 03:59:57
542,119,Ligação,Srta. Pietra Mendes,90,1,2025-06-29 17:43:11
543,256,Reunião,Dra. Maria Luiza Rocha,46,2,2025-07-14 14:56:50
544,396,E-mail,Esther Carvalho,18,2,2025-12-14 04:04:07
545,373,Reunião,Calebe Caldeira,101,4,2026-03-11 07:27:22
546,473,Ligação,João Vitor Cardoso,12,5,2025-11-11 19:16:22
547,129,Ligação,Raquel Rezende,9,1,2025-11-15 12:44:06
548,227,WhatsApp,Dr. Lucas Nunes,82,1,2025-08-07 09:36:24
549,473,E-mail,Maria Fernanda das Neves,46,1,2025-12-09 22:43:28
550,358,Reunião,Davi Luiz Carvalho,53,2,2026-03-13 20:16:39
551,327,Suporte,Isadora Ferreira,76,2,2026-03-17 09:39:00
552,101,WhatsApp,Natália Farias,67,4,2026-01-31 19:13:24
553,348,WhatsApp,Augusto da Mota,33,2,2026-01-27 04:03:31
554,380,E-mail,Lucas Gabriel Martins,60,5,2025-11-03 03:42:05
555,415,E-mail,Clarice Silva,16,5,2025-12-08 00:48:36
556,13,Ligação,Lara Peixoto,31,1,2025-06-25 08:43:21
557,415,E-mail,Enrico Farias,119,1,2025-06-27 23:04:28
558,185,Reunião,Luiz Henrique Melo,77,5,2026-02-26 08:45:13
559,443,Ligação,Alícia Santos,48,2,2025-11-10 09:14:38
560,350,Suporte,Milena Cardoso,68,2,2026-02-13 00:15:18
561,427,E-mail,Antônio Ramos,78,4,2025-08-05 04:05:06
562,257,WhatsApp,Sophie Santos,50,5,2025-07-30 00:20:45
563,461,Suporte,Srta. Alexia Costela,114,2,2025-12-20 10:26:16
564,411,Ligação,Enrico Pereira,61,4,2025-11-25 09:24:47
565,321,Reunião,Fernando Nunes,116,1,2025-10-12 17:09:07
566,292,Ligação,Kaique Sales,21,5,2026-03-21 11:16:03
567,153,Ligação,Thiago Cardoso,20,4,2025-09-25 04:21:31
568,119,Ligação,Vitória da Rosa,81,5,2026-02-18 01:24:40
569,170,Ligação,Lara da Cunha,33,3,2025-12-15 20:08:35
570,473,WhatsApp,Catarina Araújo,54,3,2026-01-17 00:22:44
571,35,E-mail,Carlos Eduardo Rocha,41,1,2025-12-14 02:19:32
572,274,Suporte,Larissa Dias,35,5,2025-08-22 22:54:17
573,478,Suporte,Srta. Bárbara Costa,69,3,2025-07-24 14:40:52
574,205,Suporte,Maria Cecília da Cunha,12,5,2025-08-26 04:19:06
575,358,Ligação,Guilherme da Mata,79,4,2025-08-02 15:30:49
576,480,WhatsApp,Ana da Cunha,88,1,2026-02-28 20:02:50
577,17,WhatsApp,Yuri da Mata,58,3,2025-06-08 16:19:14
578,103,WhatsApp,Levi Rezende,118,1,2025-05-27 13:02:51
579,72,E-mail,Augusto da Rocha,75,3,2025-05-30 06:34:38
580,474,Ligação,Sarah Azevedo,35,4,2025-10-03 15:22:16
581,38,Suporte,Yuri Pereira,120,5,2025-10-10 03:21:10
582,360,Ligação,Sr. Caio Moura,49,1,2025-12-12 22:03:45
583,487,Reunião,Paulo da Mata,81,5,2026-05-18 12:41:05
584,476,Ligação,Brenda Alves,118,5,2026-05-06 19:35:14
585,246,E-mail,Giovanna Nascimento,39,1,2026-01-14 23:35:20
586,54,Ligação,Isabel Barbosa,68,5,2025-12-21 14:06:21
587,116,WhatsApp,Kevin Azevedo,60,4,2025-09-12 23:26:10
588,156,E-mail,Manuela Ribeiro,7,1,2025-07-25 15:11:41
589,14,E-mail,Marcela da Costa,73,5,2025-06-28 03:47:08
590,441,Reunião,Luana da Rocha,92,1,2026-02-09 05:15:09
591,283,Reunião,Emanuella Nascimento,11,4,2025-12-02 04:54:44
592,393,Reunião,Dra. Lavínia Cardoso,94,2,2025-10-07 23:59:19
593,221,Reunião,Alana Teixeira,75,2,2026-02-17 06:35:57
594,60,Reunião,Sr. Daniel Nogueira,20,5,2025-10-08 13:09:43
595,463,WhatsApp,André Alves,50,2,2025-09-23 09:48:20
596,176,Reunião,Luna Lima,12,2,2025-09-18 15:06:25
597,119,Ligação,Vitória Sales,80,1,2025-11-11 06:23:30
598,117,Reunião,Ana Julia Santos,100,5,2025-08-30 13:59:26
599,291,Ligação,Kamilly Castro,107,1,2025-07-22 11:32:49
600,448,E-mail,Fernanda Sales,109,1,2026-03-09 10:15:05
601,40,Ligação,Isadora Freitas,21,4,2025-11-17 13:31:19
602,93,WhatsApp,Vitor Costela,10,3,2025-12-14 19:52:57
603,180,Suporte,Melissa Ramos,88,2,2025-10-15 15:29:07
604,150,E-mail,Vicente Pinto,82,4,2025-11-30 05:20:45
605,246,Ligação,Sr. Vitor Gabriel Campos,89,1,2026-05-23 01:44:04
606,40,WhatsApp,Milena Castro,74,2,2025-11-11 03:20:51
607,254,WhatsApp,Dr. Luigi da Paz,119,2,2025-08-11 23:18:25
608,228,WhatsApp,Lavínia Martins,51,5,2026-03-20 14:31:08
609,150,E-mail,Sr. Pedro Miguel Moraes,72,3,2025-08-12 02:42:31
610,164,Suporte,Thomas Fogaça,69,1,2026-04-26 14:16:40
611,28,WhatsApp,João Vitor Araújo,120,4,2025-07-21 16:34:34
612,362,Suporte,Maria Clara Castro,67,3,2025-10-30 13:15:00
613,41,E-mail,Luiz Henrique da Rocha,22,5,2025-12-19 04:55:45
614,119,WhatsApp,Noah Pinto,99,5,2025-07-05 07:40:54
615,108,Ligação,Mirella Dias,52,2,2026-02-07 12:12:43
616,19,E-mail,João Vieira,94,4,2026-03-11 13:13:21
617,333,Reunião,Emanuel da Mota,19,1,2025-07-13 04:25:23
618,256,Ligação,Ana Carolina Pereira,39,3,2025-09-06 18:50:29
619,302,Reunião,Daniela Cardoso,43,1,2025-10-01 21:27:47
620,31,WhatsApp,Vitor Hugo Aragão,114,5,2025-12-26 19:46:12
621,197,Reunião,Stephany Pereira,7,4,2025-07-24 00:40:35
622,197,Reunião,Davi Rodrigues,10,2,2025-07-27 13:36:06
623,106,Reunião,Ana Júlia Viana,28,4,2026-03-23 08:15:34
624,273,Ligação,Pedro Ribeiro,89,3,2025-06-18 13:19:35
625,17,Suporte,Sra. Luna da Mata,102,3,2025-09-25 02:12:21
626,480,Ligação,Erick Nascimento,82,3,2026-04-09 09:57:07
627,473,WhatsApp,Srta. Júlia Duarte,108,5,2025-12-21 04:04:22
628,111,Ligação,Srta. Alícia Caldeira,48,5,2026-02-03 20:39:25
629,223,Reunião,Maria Clara Souza,105,1,2025-08-12 11:25:28
630,414,Ligação,Isis Gomes,75,4,2025-10-09 21:03:45
631,488,WhatsApp,Henrique Cardoso,114,5,2025-09-19 05:34:18
632,238,Reunião,Sr. Caio Rezende,78,5,2025-09-16 16:29:32
633,394,Suporte,Luiz Henrique Carvalho,38,2,2026-04-14 08:08:14
634,492,Reunião,Dr. Fernando Cardoso,64,2,2025-12-25 10:49:36
635,68,Ligação,Heloísa Fogaça,40,3,2026-05-10 03:19:04
636,44,E-mail,Camila Barbosa,103,5,2025-06-03 14:05:50
637,152,WhatsApp,Pietra Gonçalves,78,4,2025-11-10 06:08:31
638,20,Suporte,Lucas Fernandes,40,3,2026-04-10 21:04:30
639,138,WhatsApp,Dr. Heitor Farias,105,5,2025-10-28 06:59:38
640,7,Ligação,Beatriz Ferreira,44,5,2025-08-11 18:22:39
641,339,WhatsApp,Ian Gonçalves,112,3,2025-06-28 00:07:39
642,434,E-mail,Benício Silveira,61,4,2026-05-07 03:24:33
643,9,Reunião,Luiza Melo,6,4,2025-07-02 20:40:51
644,19,WhatsApp,Maria Julia da Rosa,66,5,2025-10-09 05:38:19
645,112,Reunião,Alícia Cardoso,12,5,2025-07-30 20:41:58
646,481,Ligação,Mirella Cavalcanti,40,5,2025-08-04 07:52:00
647,283,WhatsApp,Guilherme Freitas,13,4,2025-08-24 19:15:24
648,93,WhatsApp,Manuela Fernandes,103,3,2025-11-22 01:09:54
649,133,Reunião,Gabriela Novaes,21,2,2025-10-09 02:45:52
650,323,E-mail,Enzo Gomes,23,5,2025-07-22 02:36:53
651,336,Ligação,Kamilly Nogueira,34,1,2025-11-21 06:03:50
652,336,Ligação,Gabrielly Moraes,28,5,2025-10-26 19:42:20
653,441,Reunião,João Pedro da Mota,79,3,2025-09-16 05:38:44
654,22,Suporte,Dra. Mirella Oliveira,96,2,2025-11-07 02:08:31
655,32,WhatsApp,Caroline Caldeira,37,1,2026-02-19 23:18:14
656,348,WhatsApp,Thales Lima,74,1,2026-01-16 00:55:40
657,308,E-mail,Heloísa Silva,49,1,2025-06-13 03:26:34
658,40,Suporte,Lara Novaes,61,1,2025-12-24 03:30:49
659,262,Ligação,Davi Nascimento,35,2,2025-11-30 20:01:45
660,167,Suporte,Ana Luiza Fernandes,52,4,2026-02-28 02:40:33
661,37,Reunião,Gabriel da Luz,117,3,2025-06-27 13:32:14
662,74,Ligação,Sra. Sophie Santos,46,5,2026-03-21 12:48:58
663,404,WhatsApp,Ana Carolina Moura,47,4,2026-02-14 03:17:31
664,460,WhatsApp,Camila Melo,65,3,2025-06-05 18:19:16
665,319,Ligação,Fernanda Novaes,25,3,2026-01-04 19:55:26
666,23,WhatsApp,Miguel das Neves,24,5,2025-12-09 11:25:46
667,14,Ligação,Mariane da Costa,82,2,2026-03-26 15:47:31
668,414,WhatsApp,Isabella das Neves,70,5,2026-05-21 11:48:34
669,402,Suporte,Ana Luiza da Rocha,96,3,2025-06-21 23:49:10
670,482,E-mail,Otávio Dias,53,5,2025-08-26 17:09:54
671,17,E-mail,Sra. Daniela Freitas,53,1,2025-11-18 20:02:12
672,490,Ligação,Luna Novaes,33,5,2025-07-02 15:50:10
673,258,Suporte,Maria Luiza Correia,85,5,2026-01-13 19:49:58
674,376,Reunião,Mariane Moura,73,1,2025-12-20 05:35:37
675,434,Suporte,Fernanda Caldeira,107,1,2025-09-07 02:10:36
676,311,Reunião,Davi Ramos,89,5,2026-05-06 08:14:30
677,267,Reunião,Ana Julia Nunes,45,3,2025-08-16 11:21:57
678,100,Suporte,Sophia da Costa,42,2,2025-07-21 23:55:12
679,169,E-mail,Emanuella da Costa,107,3,2025-08-11 16:05:38
680,119,Reunião,Sr. Raul Gomes,45,1,2026-04-23 21:54:43
681,355,E-mail,Dra. Alice Caldeira,61,4,2026-03-02 12:51:59
682,186,Ligação,Levi Ramos,50,5,2026-02-10 21:07:19
683,259,Ligação,João Guilherme Dias,51,4,2026-04-29 04:49:28
684,310,E-mail,Sr. Pedro Miguel Teixeira,62,4,2026-03-18 19:49:44
685,118,Suporte,Yuri Viana,110,2,2026-04-13 19:34:21
686,474,Suporte,Eloah Barbosa,36,4,2026-03-03 19:59:52
687,346,Suporte,Daniel Ramos,90,2,2025-10-27 08:50:29
688,311,WhatsApp,Camila Souza,106,3,2025-08-07 09:10:09
689,175,WhatsApp,Helena Mendes,20,1,2026-04-29 08:29:23
690,210,Reunião,Isadora Castro,69,2,2025-06-23 10:40:18
691,295,Reunião,Dr. Carlos Eduardo Jesus,85,2,2025-08-06 16:03:25
692,461,E-mail,Brenda Dias,117,4,2026-04-01 21:52:55
693,8,E-mail,Davi Lucca Rodrigues,20,4,2026-04-30 10:48:12
694,135,Suporte,Sophia Barros,96,4,2026-05-10 20:50:12
695,381,Ligação,Benício Melo,21,1,2025-08-12 13:31:42
696,427,Reunião,Sr. Benício Farias,8,2,2025-08-21 23:46:25
697,38,E-mail,Alexia Correia,70,5,2026-01-29 16:09:53
698,471,Reunião,Calebe Pinto,120,4,2026-01-04 11:02:42
699,182,E-mail,Vitor Gabriel Barbosa,56,5,2025-06-03 22:29:06
700,124,WhatsApp,Gabriel Moura,20,3,2025-06-10 12:48:57
701,460,WhatsApp,Alana Barbosa,80,5,2026-04-14 13:41:20
702,316,Ligação,Sra. Ana Clara Aragão,97,1,2026-05-21 20:10:34
703,38,WhatsApp,Gabriel Almeida,62,4,2025-10-01 17:17:41
704,323,Reunião,Dra. Pietra da Mota,99,4,2025-10-21 18:56:44
705,149,Reunião,Nicole Rezende,94,2,2025-06-12 15:06:03
706,376,E-mail,Maria Clara Vieira,97,5,2025-10-08 22:39:20
707,470,Suporte,Cauê Cunha,15,2,2026-02-02 10:14:41
708,459,Ligação,Dr. Samuel Peixoto,80,5,2025-09-13 00:10:09
709,190,Reunião,Raul da Mota,53,3,2025-09-24 03:49:12
710,225,E-mail,Benjamin Monteiro,70,5,2025-07-25 04:55:30
711,144,Ligação,Fernando Porto,34,3,2025-10-16 06:51:26
712,253,WhatsApp,Lorenzo Pinto,11,5,2026-02-27 05:36:29
713,266,Suporte,André Nunes,79,5,2026-02-14 18:19:53
714,433,Reunião,Daniela Silveira,41,3,2025-06-14 06:46:26
715,197,WhatsApp,Benício Ferreira,101,2,2026-05-13 21:48:02
716,489,E-mail,Lívia da Paz,10,2,2025-07-16 15:11:01
717,221,Suporte,Alice da Conceição,40,5,2025-09-17 02:39:32
718,451,Suporte,Luna da Luz,45,1,2026-01-09 16:47:25
719,178,WhatsApp,Nathan da Rocha,26,1,2025-08-27 08:08:20
720,148,WhatsApp,Kamilly Silveira,67,4,2025-12-18 18:20:54
721,115,E-mail,Sra. Ana Lívia Silveira,41,3,2026-04-11 18:31:50
722,311,Ligação,Ian Sales,34,3,2025-09-26 02:16:26
723,73,Ligação,Maria Fernanda Melo,31,5,2025-07-20 21:57:49
724,430,Suporte,Cauã Viana,101,2,2026-02-18 02:03:23
725,15,Suporte,Yuri Monteiro,120,1,2025-07-04 11:59:22
726,492,Suporte,Ana Clara Caldeira,73,2,2026-04-16 19:44:40
727,4,Reunião,Luiz Henrique Azevedo,111,1,2026-03-07 07:35:48
728,190,E-mail,Leonardo Peixoto,41,5,2025-12-19 03:38:47
729,219,Reunião,Natália Almeida,71,2,2025-06-29 21:58:24
730,426,Reunião,Marcela Ferreira,42,1,2025-12-24 17:05:59
731,367,Ligação,Clarice Rocha,61,4,2025-11-07 02:26:56
732,253,WhatsApp,Levi Monteiro,16,2,2026-04-11 12:54:32
733,143,Ligação,Kevin Oliveira,50,1,2026-03-08 23:16:08
734,382,E-mail,Luiz Fernando Moura,98,1,2025-11-02 06:33:09
735,168,E-mail,Bruno da Cruz,69,3,2025-11-10 02:40:13
736,142,Reunião,Sofia Castro,85,5,2025-10-27 15:24:59
737,345,Ligação,Lorena da Mata,95,3,2026-04-18 16:15:26
738,457,Ligação,Sophia da Paz,60,1,2026-04-29 20:40:14
739,478,Suporte,Francisco da Rocha,45,2,2025-07-21 16:16:03
740,431,Suporte,Heitor Costela,89,1,2025-10-05 12:36:35
741,486,Ligação,Lorenzo Pereira,36,2,2026-01-15 20:01:53
742,301,Reunião,Fernanda Costa,116,2,2026-05-23 21:36:06
743,345,E-mail,Letícia Mendes,38,4,2026-01-15 02:51:18
744,78,Reunião,Paulo Pires,109,2,2026-04-22 14:55:07
745,376,Reunião,Erick Cardoso,41,2,2025-09-12 14:38:52
746,102,Ligação,Luana Lima,71,2,2026-05-11 10:50:42
747,2,Reunião,Heitor Dias,13,4,2025-11-15 22:16:11
748,286,Suporte,Srta. Rebeca Farias,31,2,2025-08-31 06:22:45
749,20,Reunião,Ana Vitória Rezende,93,3,2025-11-06 18:51:07
750,315,Reunião,Alexia Nascimento,85,5,2026-02-20 02:26:39
751,121,WhatsApp,Alexandre da Paz,66,5,2025-10-10 02:03:55
752,337,E-mail,João Pedro Viana,117,3,2026-01-06 19:11:38
753,431,E-mail,Esther Vieira,117,3,2026-04-07 03:43:48
754,343,Reunião,Nicole Nunes,67,4,2025-09-21 20:44:37
755,307,WhatsApp,Raul da Costa,74,4,2025-08-20 05:31:54
756,152,Ligação,Gustavo Pires,33,1,2026-04-24 16:00:49
757,494,WhatsApp,Rafaela Moraes,58,4,2025-08-17 06:14:14
758,167,E-mail,Thales Silveira,89,4,2026-01-21 11:14:09
